text,label
"""http://localhost:8080"",
    ""https://zie619.github.io"",  # GitHub Pages
    ""https://n8n-workflows-1-xxgm.onrender.com"",  # Community deployment
]",human
"]
app.add_middleware(
    CORSMiddleware,
    allow_origins=ALLOWED_ORIGINS,  # Security fix: Restrict origins",human
"CORSMiddleware,
    allow_origins=ALLOWED_ORIGINS,  # Security fix: Restrict origins
    allow_credentials=True,
    allow_methods=[""GET"", ""POST""],  # Security fix: Only allow needed methods
    allow_headers=[""Content-Type"", ""Authorization""],  # Security fix: Restrict headers",human
"allow_methods=[""GET"", ""POST""],  # Security fix: Only allow needed methods
    allow_headers=[""Content-Type"", ""Authorization""],  # Security fix: Restrict headers
)",human
"def check_rate_limit(client_ip: str) -> bool:
    """"""Check if client has exceeded rate limit.""""""
    current_time = time.time()",human
"""""""Check if client has exceeded rate limit.""""""
    current_time = time.time()
    rate_limit_storage[client_ip] = [
        timestamp for timestamp in rate_limit_storage[client_ip]",human
"rate_limit_storage[client_ip] = [
        timestamp for timestamp in rate_limit_storage[client_ip]
        if current_time - timestamp < 60
    ]",human
"]
    if len(rate_limit_storage[client_ip]) >= MAX_REQUESTS_PER_MINUTE:
        return False",human
"return False
    rate_limit_storage[client_ip].append(current_time)
    return True",human
"return True
def validate_filename(filename: str) -> bool:
    """"""",human
"def validate_filename(filename: str) -> bool:
    """"""
    Validate filename to prevent path traversal attacks.
    Returns True if filename is safe, False otherwise.
    """"""",human
"Returns True if filename is safe, False otherwise.
    """"""
    decoded = filename
    for _ in range(3):  # Decode up to 3 times to catch nested encodings",human
"decoded = filename
    for _ in range(3):  # Decode up to 3 times to catch nested encodings
        try:
            decoded = urllib.parse.unquote(decoded, errors='strict')
        except:",human
"decoded = urllib.parse.unquote(decoded, errors='strict')
        except:
            return False  # Invalid encoding",human
"dangerous_patterns = [
        '..',  # Parent directory
        '..\\',  # Windows parent directory",human
"'..',  # Parent directory
        '..\\',  # Windows parent directory
        '../',  # Unix parent directory
        '\\',  # Backslash (Windows path separator)
        '/',  # Forward slash (Unix path separator)",human
"'\\',  # Backslash (Windows path separator)
        '/',  # Forward slash (Unix path separator)
        '\x00',  # Null byte
        '\n', '\r',  # Newlines
        '~',  # Home directory",human
"'\n', '\r',  # Newlines
        '~',  # Home directory
        ':',  # Drive letter or stream (Windows)
        '|', '<', '>',  # Shell redirection
        '*', '?',  # Wildcards",human
"'|', '<', '>',  # Shell redirection
        '*', '?',  # Wildcards
        '$',  # Variable expansion
        ';', '&',  # Command separators
    ]",human
"';', '&',  # Command separators
    ]
    for pattern in dangerous_patterns:
        if pattern in decoded:",human
"for pattern in dangerous_patterns:
        if pattern in decoded:
            return False",human
"if decoded.startswith('/') or decoded.startswith('\\'):
        return False",human
"return False
    if len(decoded) >= 2 and decoded[1] == ':':
        return False",human
"if len(decoded) >= 2 and decoded[1] == ':':
        return False
    if not re.match(r'^[a-zA-Z0-9_\-]+\.json$', decoded):",human
"if not re.match(r'^[a-zA-Z0-9_\-]+\.json$', decoded):
        return False",human
"if not decoded.endswith('.json'):
        return False",human
"@app.on_event(""startup"")
async def startup_event():
    """"""Verify database connectivity on startup.""""""",human
"async def startup_event():
    """"""Verify database connectivity on startup.""""""
    try:
        stats = db.get_stats()
        if stats['total'] == 0:",human
"stats = db.get_stats()
        if stats['total'] == 0:
            print(""⚠️  Warning: No workflows found in database. Run indexing first."")
        else:
            print(f""✅ Database connected: {stats['total']} workflows indexed"")",human
"else:
            print(f""✅ Database connected: {stats['total']} workflows indexed"")
    except Exception as e:
        print(f""❌ Database connection failed: {e}"")
        raise",human
"print(f""❌ Database connection failed: {e}"")
        raise
class WorkflowSummary(BaseModel):",human
"class WorkflowSummary(BaseModel):
    id: Optional[int] = None
    filename: str
    name: str",human
"filename: str
    name: str
    active: bool
    description: str = """"
    trigger_type: str = ""Manual""",human
"description: str = """"
    trigger_type: str = ""Manual""
    complexity: str = ""low""
    node_count: int = 0
    integrations: List[str] = []",human
"node_count: int = 0
    integrations: List[str] = []
    tags: List[str] = []
    created_at: Optional[str] = None
    updated_at: Optional[str] = None",human
"created_at: Optional[str] = None
    updated_at: Optional[str] = None
    class Config:",human
"class Config:
        validate_assignment = True
    @field_validator('active', mode='before')",human
"@field_validator('active', mode='before')
    @classmethod
    def convert_active(cls, v):
        if isinstance(v, int):",human
"return v
class SearchResponse(BaseModel):
    workflows: List[WorkflowSummary]",human
"class SearchResponse(BaseModel):
    workflows: List[WorkflowSummary]
    total: int
    page: int
    per_page: int",human
"page: int
    per_page: int
    pages: int
    query: str
    filters: Dict[str, Any]",human
"query: str
    filters: Dict[str, Any]
class StatsResponse(BaseModel):
    total: int",human
"class StatsResponse(BaseModel):
    total: int
    active: int
    inactive: int
    triggers: Dict[str, int]",human
"inactive: int
    triggers: Dict[str, int]
    complexity: Dict[str, int]
    total_nodes: int
    unique_integrations: int",human
"total_nodes: int
    unique_integrations: int
    last_indexed: str
@app.get(""/"")",human
